Song,Key,Mode,Danceability,Energy,Valence,Tempo,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
Would You...? by Touch and Go,5,0,0.681,0.897,0.976,170.962,1.0,0.94,0.86,0.763,0.751,0.649,0.571,0.496,0.484,0.528,0.636,0.727,0.0,0.0,0.0,0.0,0.952933,0.880065,0.0,happy
Anticipating by Britney Spears,0,1,0.717,0.877,0.794,111.0,0.891,0.769,0.699,0.576,0.588,0.82,1.0,0.87,0.788,0.693,0.76,0.767,0.0,0.0,0.7678119999999999,0.0,0.0,0.0,0.0,happy
Waiting For You by Cult of Luna,11,1,0.54,0.346,0.144,113.578,0.173,0.132,0.583,0.137,0.144,0.58,0.23,0.157,0.157,0.533,1.0,0.312,0.748184,0.0,0.0,0.0,0.0,0.0,0.0,sad
Captive Honour by Megadeth,4,0,0.293,0.95,0.331,182.532,0.653,1.0,0.494,0.408,0.318,0.361,0.396,0.343,0.388,0.18,0.159,0.409,0.7729739999999999,0.0,0.0,0.0,0.0,0.0,0.0,angry
Heaven's Gonna Burn Your Eyes by Thievery Corporation,9,1,0.515,0.336,0.327,152.405,1.0,0.761,0.639,0.449,0.364,0.456,0.52,0.454,0.544,0.602,0.84,0.961,0.0,0.640183,0.653166,0.0,0.697753,0.9493969999999999,0.0,relaxed
Right Side Of My Brain by The-Dream,0,1,0.47,0.644,0.421,71.523,1.0,0.183,0.041,0.017,0.372,0.053,0.013,0.044,0.016,0.034,0.013,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Walking by Tindersticks,2,1,0.436,0.0425,0.0398,118.307,0.228,0.26,0.272,0.214,0.206,0.159,0.117,1.0,0.434,0.219,0.134,0.119,0.0,0.0,0.0,0.5270130000000001,0.0,0.0,0.0,sad
Milk Lizard by The Dillinger Escape Plan,11,0,0.405,0.996,0.182,172.036,0.216,0.188,0.223,0.305,0.184,0.154,0.161,0.138,1.0,0.371,0.196,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.8841379999999999,angry
Smokestack Lightning by Howlin' Wolf,9,1,0.696,0.58,0.494,145.563,1.0,0.472,0.426,0.433,0.19,0.193,0.143,0.137,0.118,0.116,0.088,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.833659,angry
Sneakernight by Vanessa Hudgens,1,0,0.803,0.901,0.837,104.002,0.269,0.144,0.135,0.161,0.152,0.164,0.314,0.207,0.15,0.185,0.259,1.0,0.0,0.0,0.503721,0.0,0.0,0.61457,0.0,happy
Tie You Up (The Pain of Love) by The Rolling Stones,9,1,0.61,0.946,0.82,117.339,0.874,0.614,1.0,0.644,0.556,0.821,0.548,0.52,0.616,0.764,0.535,0.527,0.0,0.0,0.0,0.7175779999999999,0.0,0.0,0.7000890000000001,angry
The Earth is Broken by Tim Buckley,0,1,0.305,0.0289,0.0643,83.281,0.567,1.0,0.721,0.733,0.716,0.734,0.706,0.711,0.714,0.714,0.28,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.848508,sad
Cops and Robbers by The Hoosiers,9,0,0.429,0.912,0.394,190.037,0.995,1.0,0.49,0.502,0.398,0.525,0.373,0.421,0.613,0.591,0.515,0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.561405,happy
Detour Ahead by Jane Monheit,0,1,0.407,0.135,0.119,143.891,0.372,0.49,0.486,0.468,0.8,0.797,0.99,1.0,0.875,0.87,0.549,0.012,0.0,0.0,0.0,0.6205109999999999,0.0,0.823523,0.0,relaxed
Window Seat by Erykah Badu,0,0,0.643,0.535,0.564,82.193,0.829,0.711,0.587,0.546,0.791,0.902,0.95,0.692,0.921,1.0,0.846,0.915,0.0,0.0,0.0,0.7928649999999999,0.0,0.0,0.891835,relaxed
Survival of the Fittest by Mobb Deep,11,0,0.813,0.703,0.241,94.828,1.0,0.858,0.686,0.747,0.504,0.337,0.545,0.445,0.246,0.255,0.557,0.756,0.630079,0.0,0.0,0.0,0.0,0.0,0.525791,angry
Dead to the World by Röyksopp,6,1,0.212,0.343,0.152,158.878,0.044,1.0,0.026,0.014,0.011,0.057,0.012,0.013,0.129,0.011,0.011,0.014,0.0,0.0,0.0,0.5319010000000001,0.0,0.0,0.902459,relaxed
Getcha Groove On by Limp Bizkit,8,0,0.903,0.785,0.965,94.211,0.124,0.074,0.528,1.0,0.115,0.151,0.159,0.149,0.041,0.198,0.485,0.067,0.762604,0.0,0.0,0.0,0.0,0.6336,0.0,angry
He Said She Said by Ashley Tisdale,7,0,0.694,0.709,0.566,114.966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.670945,0.0,0.0,0.0,0.950145,happy
9 To 5 by Dolly Parton,6,1,0.554,0.783,0.813,105.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54773,happy
Just One Fix by Ministry,0,1,0.539,0.982,0.145,132.984,1.0,0.423,0.2,0.253,0.387,0.879,0.643,0.235,0.257,0.241,0.113,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.804395,angry
A Time For Love by Shirley Horn,0,1,0.213,0.0308,0.043,164.128,1.0,0.682,0.465,0.2,0.236,0.224,0.163,0.219,0.118,0.243,0.432,0.501,0.0,0.0,0.822938,0.0,0.0,0.0,0.972662,relaxed
Breakin' Dishes by Rihanna,8,0,0.801,0.674,0.875,125.009,0.482,1.0,0.398,0.127,0.196,0.208,0.113,0.073,0.059,0.071,0.061,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
The Sailor Song by Toy-Box,10,0,0.624,0.999,0.89,139.029,0.721,0.368,0.332,0.635,0.751,0.432,0.676,0.607,0.891,0.856,1.0,0.713,0.0,0.0,0.76983,0.0,0.7223890000000001,0.892949,0.0,happy
Wild Child by Enya,0,1,0.6,0.372,0.553,79.705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.509727,0.0,0.768228,0.589192,0.0,relaxed
Blood of Heroes by Megadeth,9,0,0.556,0.865,0.55,118.434,0.299,0.269,0.225,0.285,0.694,0.523,0.83,1.0,0.82,0.607,0.426,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Pumpkin Soup by Kate Nash,0,1,0.599,0.717,0.808,97.521,1.0,0.392,0.077,0.048,0.158,0.248,0.807,0.765,0.979,0.951,0.862,0.152,0.0,0.0,0.0,0.5291600000000001,0.0,0.0,0.973407,happy
My Violent Heart by Nine Inch Nails,10,0,0.692,0.838,0.448,106.011,0.474,0.175,0.066,0.048,0.039,0.042,0.038,0.044,0.066,0.026,0.034,1.0,0.0,0.0,0.0,0.0,0.6894939999999999,0.0,0.0,angry
The Conversation by Spahn Ranch,11,0,0.566,0.902,0.887,134.164,1.0,0.365,0.158,0.195,0.322,0.648,0.402,0.046,0.063,0.158,0.585,0.999,0.0,0.0,0.542801,0.0,0.0,0.0,0.0,sad
Faithful by Common,4,1,0.746,0.844,0.511,90.852,0.951,1.0,0.574,0.536,0.474,0.46,0.402,0.344,0.337,0.285,0.269,0.493,0.0,0.0,0.651019,0.0,0.0,0.0,0.0,relaxed
Jonz In My Bonz by D'Angelo,1,1,0.796,0.408,0.688,86.855,0.531,1.0,0.839,0.834,0.293,0.29,0.064,0.063,0.055,0.057,0.432,0.429,0.0,0.0,0.0,0.6020310000000001,0.0,0.735152,0.0,relaxed
She's Got A Reason by The Coral,6,0,0.435,0.79,0.805,124.082,1.0,0.97,0.607,0.526,0.48,0.475,0.491,0.522,0.549,0.478,0.461,0.755,0.0,0.0,0.9043110000000001,0.0,0.0,0.8994030000000001,0.0,relaxed
Mystery Repeats by Pete Philly & Perquisite,5,1,0.879,0.699,0.385,120.956,1.0,0.913,0.357,0.411,0.363,0.343,0.312,0.314,0.168,0.148,0.331,0.174,0.0,0.0,0.6087229999999999,0.0,0.0,0.0,0.0,happy
Redneck by Lamb of God,2,1,0.512,0.996,0.0601,130.931,0.393,1.0,0.468,0.481,0.243,0.539,0.502,0.274,0.431,0.634,0.343,0.52,0.584386,0.0,0.0,0.0,0.0,0.0,0.84639,angry
99 by The Haunted,9,1,0.39,0.967,0.416,177.041,0.946,1.0,0.927,0.898,0.743,0.762,0.931,0.913,0.453,0.466,0.888,0.795,0.0,0.0,0.0,0.5757939999999999,0.0,0.943326,0.0,angry
Dunkelheit by Burzum,4,0,0.295,0.545,0.438,54.669,0.658,0.875,1.0,0.939,0.687,0.617,0.604,0.615,0.612,0.491,0.429,0.312,0.0,0.0,0.0,0.0,0.596122,0.0,0.0,sad
Eyes Open by Gossip,2,1,0.588,0.682,0.646,150.108,0.14,0.057,0.065,0.023,0.025,0.029,0.085,1.0,0.12,0.023,0.018,0.079,0.0,0.627912,0.0,0.0,0.0,0.0,0.940365,angry
In My Tears by Emigrate,7,0,0.567,0.589,0.172,128.042,0.175,0.036,0.241,0.273,0.109,0.099,0.036,0.043,0.032,0.028,0.133,1.0,0.0,0.0,0.0,0.738609,0.0,0.0,0.8272879999999999,sad
Sonic Reducer by Dead Boys,1,0,0.403,0.891,0.427,88.936,0.953,1.0,0.802,0.697,0.529,0.581,0.595,0.69,0.821,0.764,0.76,0.931,0.0,0.0,0.0,0.5037,0.0,0.0,0.9596459999999999,angry
Something About You by Anthony David,4,0,0.668,0.692,0.481,100.017,0.169,0.2,0.114,0.083,0.107,0.217,0.205,0.062,0.074,0.062,0.929,1.0,0.0,0.0,0.0,0.579573,0.575542,0.0,0.9050290000000001,relaxed
Wishing Heart by Lisa Loeb,4,1,0.324,0.628,0.427,56.225,1.0,0.735,0.457,0.37,0.431,0.392,0.302,0.23,0.263,0.282,0.255,0.865,0.0,0.0,0.0,0.7899010000000001,0.711937,0.0,0.0,happy
Bottle Up And Explode! by Elliott Smith,4,1,0.59,0.474,0.235,116.926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5086189999999999,0.0,0.0,relaxed
The Tide by Neurosis,10,1,0.185,0.337,0.0371,174.368,0.293,0.128,0.112,0.075,0.058,0.139,0.407,1.0,0.101,0.051,0.062,0.556,0.0,0.0,0.0,0.0,0.0,0.8539899999999999,0.0,sad
Wonderful Night by Fatboy Slim,9,1,0.727,0.831,0.971,159.914,0.899,1.0,0.729,0.708,0.651,0.68,0.652,0.582,0.49,0.343,0.285,0.705,0.0,0.0,0.761633,0.0,0.0,0.0,0.0,happy
Like I Love You by Justin Timberlake,6,0,0.853,0.811,0.901,114.961,1.0,0.901,0.199,0.273,0.292,0.257,0.266,0.211,0.262,0.273,0.286,0.265,0.0,0.5324949999999999,0.674407,0.553511,0.0,0.0,0.9426540000000001,happy
Weather by Amel Larrieux,0,1,0.69,0.61,0.508,97.029,1.0,0.994,0.34,0.359,0.344,0.292,0.239,0.306,0.363,0.329,0.322,0.326,0.0,0.0,0.6703359999999999,0.0,0.93401,0.0,0.0,relaxed
Listen To Your Body Tonight by Black Kids,9,0,0.561,0.906,0.595,125.918,1.0,0.111,0.084,0.086,0.091,0.096,0.149,0.15,0.135,0.135,0.099,0.081,0.0,0.0,0.818322,0.0,0.0,0.0,0.0,happy
Make Out Fall Out Make Up by Love Is All,9,0,0.274,0.875,0.272,121.246,1.0,0.889,0.199,0.166,0.138,0.136,0.146,0.143,0.134,0.127,0.142,0.27,0.0,0.0,0.0,0.0,0.0,0.8591639999999999,0.0,sad
Hickory Wind by The Byrds,7,1,0.444,0.409,0.544,105.172,1.0,1.0,0.641,0.61,0.593,0.594,0.582,0.564,0.553,0.532,0.521,0.302,0.0,0.0,0.0,0.0,0.0,0.6783239999999999,0.0,sad
Elysian Fields by Megadeth,1,1,0.462,0.922,0.378,129.833,1.0,0.159,0.017,0.041,0.031,0.829,0.264,0.073,0.581,0.059,0.01,0.015,0.0,0.0,0.0,0.5602189999999999,0.644255,0.0,0.7857930000000001,angry
Praise of Death by Slayer,8,0,0.267,0.957,0.141,104.683,1.0,0.776,0.244,0.156,0.132,0.12,0.127,0.085,0.07,0.107,0.167,0.612,0.0,0.0,0.0,0.738111,0.0,0.0,0.0,angry
Run for Your Life by The Beatles,2,1,0.563,0.705,0.822,176.732,0.209,0.369,1.0,0.469,0.221,0.195,0.243,0.367,0.307,0.148,0.17,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.689515,angry
Lilywhite by Cat Stevens,7,1,0.246,0.143,0.0691,127.184,0.652,0.985,1.0,1.0,0.863,0.85,0.744,0.74,0.653,0.671,0.298,0.039,0.0,0.0,0.0,0.0,0.726585,0.0,0.0,relaxed
Bring the Noise by Anthrax,2,1,0.601,0.831,0.296,120.962,0.889,1.0,0.559,0.545,0.612,0.945,0.623,0.588,0.759,0.925,0.977,0.49,0.5732689999999999,0.0,0.5208619999999999,0.0,0.0,0.718218,0.0,angry
Ooh Ooh Baby by Britney Spears,11,0,0.824,0.687,0.717,127.998,0.796,0.909,0.769,0.848,0.898,1.0,0.766,0.432,0.699,0.503,0.368,0.95,0.0,0.0,0.6600020000000001,0.0,0.0,0.0,0.0,happy
Piece by Piece by Slayer,10,0,0.477,0.996,0.0883,109.882,0.454,0.675,0.683,0.626,0.944,0.78,1.0,0.8,0.793,0.87,0.831,0.416,0.0,0.0,0.0,0.687317,0.70904,0.0,0.0,angry
In the Navy by Village People,7,0,0.759,0.889,0.886,126.201,0.956,1.0,0.485,0.375,0.272,0.167,0.107,0.087,0.115,0.176,0.182,0.564,0.0,0.0,0.799906,0.0,0.0,0.0,0.0,happy
Flashdance by Deep Dish,6,1,0.852,0.993,0.158,125.996,0.576,0.108,0.143,0.102,0.148,0.306,0.225,0.115,0.309,0.311,1.0,0.133,0.0,0.0,0.717709,0.0,0.7567189999999999,0.0,0.933633,happy
Brave New Girl by Britney Spears,10,1,0.739,0.669,0.857,133.028,0.954,1.0,0.459,0.393,0.329,0.23,0.181,0.161,0.175,0.156,0.147,0.425,0.0,0.0,0.81325,0.0,0.0,0.0,0.515201,happy
Summertime by Janis Joplin,5,1,0.295,0.296,0.384,180.756,1.0,0.922,0.67,0.658,0.77,0.774,0.576,0.568,0.566,0.555,0.29,0.103,0.0,0.0,0.822156,0.0,0.0,0.0,0.0,sad
Time to Start by Blue Man Group,6,1,0.621,0.895,0.813,139.902,0.667,0.917,0.57,0.396,0.376,0.756,0.811,0.268,0.715,0.676,1.0,0.417,0.0,0.0,0.712025,0.0,0.0,0.0,0.0,happy
Ride For Vengeance by Amon Amarth,0,1,0.144,0.994,0.0391,102.021,1.0,0.873,0.352,0.3,0.265,0.291,0.322,0.319,0.314,0.266,0.224,0.459,0.554449,0.0,0.0,0.0,0.0,0.0,0.0,angry
Great Big White World by Marilyn Manson,8,1,0.38,0.727,0.115,165.85,0.837,0.986,1.0,0.845,0.714,0.614,0.515,0.421,0.316,0.293,0.379,0.564,0.0,0.0,0.674393,0.0,0.0,0.0,0.660039,sad
Black Mirror by Arcade Fire,10,0,0.526,0.83,0.187,124.051,0.139,0.148,0.134,0.145,0.305,1.0,0.169,0.135,0.151,0.159,0.153,0.139,0.0,0.0,0.0,0.0,0.723042,0.0,0.0,sad
Voodoo People by The Prodigy,6,0,0.667,0.998,0.32,149.012,0.458,0.595,1.0,0.509,0.339,0.748,0.658,0.371,0.716,0.827,0.462,0.24,0.0,0.0,0.721133,0.0,0.0,0.0,0.0,angry
Baby Don't You Cry No More by Frida,9,1,0.555,0.386,0.358,110.766,1.0,0.811,0.737,0.748,0.574,0.561,0.513,0.512,0.635,0.652,0.541,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.686656,relaxed
Mariella by Kate Nash,0,1,0.53,0.827,0.379,98.594,0.849,0.806,0.405,0.393,0.71,0.724,1.0,0.986,0.589,0.543,0.414,0.12,0.0,0.0,0.0,0.531428,0.0,0.0,0.787127,happy
Under A Killing Moon by Thrice,8,1,0.414,0.988,0.489,184.995,1.0,0.566,0.141,0.14,0.085,0.054,0.093,0.187,0.149,0.118,0.383,0.271,0.0,0.0,0.0,0.630184,0.0,0.0,0.743794,angry
Blue Ridge Mountains by Fleet Foxes,8,0,0.524,0.446,0.272,97.856,0.938,1.0,0.622,0.595,0.667,0.672,0.687,0.687,0.612,0.611,0.504,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.751891,relaxed
(Lack of) Love Will Tear Us Apart by The Honeydrips,5,0,0.688,0.848,0.722,109.942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.772378,0.0,0.0,0.9794930000000001,relaxed
Gazebo Tree by Kristin Hersh,9,0,0.274,0.534,0.0333,91.984,1.0,0.871,0.114,0.118,0.142,0.263,0.223,0.118,0.052,0.043,0.042,0.12,0.0,0.0,0.764359,0.0,0.0,0.7707649999999999,0.0,sad
Haunted By the Thought of You by Jill Tracy,7,0,0.464,0.381,0.0739,116.495,0.878,0.889,0.512,0.583,0.744,1.0,0.883,0.687,0.617,0.347,0.271,0.38,0.0,0.7705420000000001,0.0,0.0,0.0,0.0,0.0,sad
Bring It All Back by S Club 7,4,1,0.679,0.903,0.872,108.114,1.0,0.893,0.834,0.669,0.561,0.536,0.498,0.442,0.358,0.293,0.272,0.336,0.0,0.0,0.786419,0.0,0.0,0.0,0.0,happy
Coldest Winter by Kanye West,0,1,0.761,0.516,0.562,133.999,0.572,0.706,1.0,0.713,0.542,0.594,0.446,0.541,0.363,0.272,0.461,0.455,0.0,0.0,0.0,0.9409129999999999,0.0,0.532529,0.0,sad
Left Right by The Chemical Brothers,0,0,0.681,0.727,0.7,148.049,0.22,0.142,0.156,0.145,0.207,1.0,0.31,0.202,0.14,0.196,0.156,0.095,0.0,0.0,0.0,0.5846600000000001,0.0,0.814319,0.0,angry
Ghosts by Antimatter,9,0,0.423,0.264,0.0701,116.111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7986949999999999,sad
Voice Inside My Head by Dixie Chicks,6,1,0.478,0.776,0.367,112.04,1.0,0.684,0.256,0.234,0.112,0.224,0.185,0.132,0.163,0.088,0.084,0.149,0.0,0.541842,0.0,0.590482,0.786301,0.0,0.8622350000000001,sad
"Broken, Beat & Scarred by Metallica",4,1,0.323,0.982,0.48,121.895,1.0,0.594,0.204,0.193,0.178,0.388,0.493,0.349,0.735,0.583,0.832,0.383,0.0,0.668621,0.0,0.0,0.0,0.0,0.0,angry
PhotoSynthesis by Carbon Based Lifeforms,5,1,0.293,0.707,0.0325,99.924,0.796,0.643,0.57,0.578,0.655,0.564,0.514,0.697,1.0,0.923,0.914,0.671,0.0,0.0,0.0,0.591983,0.0,0.0,0.9761569999999999,relaxed
This Is Pop? by XTC,0,1,0.539,0.963,0.503,137.252,0.359,0.44,0.51,0.473,0.584,0.558,1.0,0.998,0.78,0.782,0.163,0.089,0.0,0.0,0.0,0.559526,0.0,0.0,0.742727,angry
The Darker Days Of Me & Him by PJ Harvey,0,0,0.703,0.199,0.555,86.596,0.756,0.65,0.554,0.539,0.607,0.812,0.887,0.928,1.0,0.953,0.777,0.566,0.0,0.0,0.0,0.645246,0.677232,0.0,0.0,sad
In Your Back by Keren Ann,2,1,0.59,0.327,0.125,124.119,0.289,0.235,0.262,0.421,0.83,0.628,0.713,1.0,0.985,0.639,0.434,0.38,0.0,0.0,0.0,0.8610680000000001,0.0,0.697569,0.0,relaxed
Bitter by Nine Days,2,1,0.413,0.696,0.372,172.45,1.0,0.785,0.409,0.324,0.13,0.171,0.278,0.223,0.324,0.353,0.502,0.184,0.0,0.0,0.0,0.666864,0.0,0.0,0.792377,sad
Modern Art by Art Brut,9,1,0.429,0.935,0.362,134.925,0.487,0.371,0.204,0.192,0.163,0.221,0.546,1.0,0.949,0.381,0.246,0.191,0.0,0.0,0.8657959999999999,0.0,0.0,0.0,0.647781,happy
Shine by Laura Marling,9,0,0.558,0.0766,0.278,149.591,0.277,0.054,0.024,0.012,0.1,1.0,0.067,0.328,0.017,0.022,0.015,0.029,0.0,0.0,0.0,0.6035699999999999,0.0,0.775381,0.0,sad
Living Next Door To Alice  by Smokie,9,1,0.566,0.585,0.75,126.1,1.0,0.956,0.913,0.803,0.765,0.756,0.749,0.751,0.793,0.793,0.793,0.741,0.0,0.0,0.0,0.58113,0.0,0.0,0.970634,relaxed
Blood and Thunder by Mastodon,2,1,0.364,0.935,0.478,92.717,0.764,0.525,0.218,0.258,0.332,0.17,0.393,0.081,0.237,0.409,0.269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8653879999999999,angry
Watch T.V. by Rasputina,3,1,0.333,0.506,0.297,92.396,1.0,0.948,0.589,0.57,0.55,0.553,0.53,0.54,0.536,0.532,0.506,0.184,0.0,0.567952,0.5731430000000001,0.699426,0.0,0.522234,0.0,sad
My Name Is by Eminem,1,1,0.869,0.68,0.815,85.519,1.0,0.815,0.405,0.728,0.699,0.826,0.706,0.788,0.598,0.652,0.7,0.77,0.534343,0.0,0.0,0.0,0.0,0.0,0.0,happy
Cast Anchor by Hanne Hukkelberg,7,1,0.574,0.39,0.322,138.551,0.962,0.958,1.0,0.957,0.795,0.705,0.375,0.372,0.227,0.157,0.117,0.108,0.0,0.0,0.0,0.0,0.0,0.8539899999999999,0.0,relaxed
Here You Come Again by Dolly Parton,1,1,0.529,0.511,0.559,106.491,0.62,0.436,0.282,0.562,0.528,1.0,0.957,0.445,0.466,0.572,0.469,0.694,0.0,0.0,0.786784,0.0,0.0,0.0,0.952939,happy
Some Voices by Pinback,11,0,0.811,0.53,0.6,92.912,0.103,0.053,0.071,0.054,0.049,0.21,0.201,0.051,0.045,0.071,0.997,1.0,0.0,0.0,0.589078,0.0,0.0,0.0,0.0,relaxed
Me Against the World by 2Pac,6,1,0.791,0.804,0.765,91.938,0.968,0.672,0.331,0.443,0.518,0.587,0.467,0.498,0.383,0.358,0.519,1.0,0.0,0.517572,0.0,0.0,0.0,0.0,0.796798,angry
The Look Of Love by Chris Botti,2,0,0.728,0.318,0.71,89.005,0.939,1.0,0.444,0.386,0.302,0.246,0.206,0.162,0.118,0.075,0.05,0.417,0.0,0.0,0.572392,0.0,0.0,0.0,0.833659,relaxed
In the Sun by Mortal Love,8,0,0.387,0.652,0.113,125.916,0.486,0.159,0.215,0.636,0.251,0.24,0.323,0.457,1.0,0.256,0.273,0.259,0.0,0.0,0.0,0.9315530000000001,0.0,0.0,0.571918,sad
Holiday in Cambodia by Dead Kennedys,7,1,0.133,0.927,0.5,197.708,1.0,0.676,0.492,0.491,0.484,0.501,0.737,0.726,0.72,0.711,0.489,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
In Too Far by Acceptance,1,1,0.423,0.885,0.628,75.192,1.0,0.949,0.535,0.665,0.407,0.437,0.688,0.633,0.866,0.811,0.949,0.264,0.0,0.0,0.0,0.6587810000000001,0.0,0.0,0.6613939999999999,relaxed
Neverending Math Equation by Sun Kil Moon,4,1,0.499,0.505,0.598,152.925,0.882,0.811,0.839,0.902,1.0,0.884,0.825,0.909,0.985,0.965,0.772,0.876,0.0,0.0,0.0,0.605444,0.0,0.0,0.814048,relaxed
I Do Not Want This by Nine Inch Nails,4,1,0.592,0.926,0.0964,117.905,1.0,0.631,0.459,0.441,0.358,0.354,0.416,0.415,0.394,0.364,0.35,0.393,0.0,0.525076,0.0,0.58477,0.5819,0.0,0.9235690000000001,angry
Technologic by Daft Punk,9,1,0.812,0.516,0.633,127.498,0.045,0.02,0.025,0.01,0.037,0.076,0.557,1.0,0.683,0.201,0.154,0.068,0.5229,0.0,0.0,0.5996,0.0,0.0,0.0,happy
Valentine by Martina McBride,1,1,0.523,0.26,0.164,95.354,0.787,0.986,1.0,0.767,0.865,0.902,1.0,0.97,0.784,0.966,0.919,0.903,0.0,0.0,0.0,0.575851,0.631918,0.0,0.0,relaxed
Lie Detector by Sleeper,6,1,0.293,0.853,0.544,148.419,0.976,1.0,0.622,0.591,0.513,0.468,0.435,0.428,0.427,0.41,0.367,0.516,0.0,0.0,0.792732,0.0,0.0,0.0,0.0,happy
Deora Ar Mo Chroí by Enya,9,1,0.165,0.0483,0.0685,136.752,0.017,0.259,0.029,0.016,0.151,0.02,0.008,0.011,0.163,1.0,0.18,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Daydreaming by Massive Attack,7,1,0.849,0.509,0.335,98.345,0.412,1.0,0.246,0.131,0.077,0.091,0.217,0.097,0.033,0.081,0.058,0.102,0.0,0.0,0.669501,0.0,0.0,0.0,0.0,relaxed
Lie To Me by Silverchair,8,1,0.327,0.953,0.325,95.826,0.991,0.552,0.435,0.354,0.526,0.486,0.861,0.883,0.961,1.0,0.737,0.262,0.7949890000000001,0.0,0.0,0.0,0.0,0.0,0.0,angry
Spiderwebs by No Doubt,10,1,0.49,0.852,0.663,143.248,0.995,1.0,0.981,0.86,0.686,0.53,0.383,0.275,0.336,0.417,0.488,0.416,0.0,0.0,0.0,0.601835,0.0,0.0,0.0,happy
The Blob by The Five Blobs,10,1,0.635,0.603,0.938,78.556,0.258,0.138,0.076,0.096,0.092,0.147,0.124,0.11,0.065,0.13,1.0,0.952,0.518304,0.0,0.0,0.0,0.0,0.0,0.0,happy
4st 7lb by Manic Street Preachers,7,1,0.363,0.92,0.21,146.944,0.769,0.659,0.944,0.867,0.739,0.841,0.725,0.74,0.654,0.945,1.0,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Guardian Angel by Saybia,0,0,0.327,0.593,0.176,62.757,1.0,0.956,0.161,0.157,0.154,0.172,0.147,0.06,0.082,0.064,0.056,0.085,0.0,0.0,0.79779,0.0,0.9479690000000001,0.0,0.0,sad
Crystal Skull by Mastodon,1,1,0.356,0.987,0.412,115.218,0.487,1.0,0.56,0.373,0.296,0.741,0.892,0.587,0.588,0.45,0.905,0.391,0.0,0.0,0.627344,0.0,0.838983,0.78945,0.0,angry
IMN by Mudvayne,7,1,0.466,0.947,0.0772,128.556,1.0,0.008,0.019,0.014,0.134,0.005,0.015,0.542,0.013,0.017,0.029,0.007,0.675956,0.0,0.0,0.0,0.0,0.0,0.582653,angry
Waltz for Koop by Koop,2,1,0.487,0.491,0.435,144.287,0.628,0.887,0.81,0.672,0.802,0.864,0.843,1.0,0.981,0.763,0.875,0.763,0.0,0.0,0.589613,0.0,0.0,0.0,0.68097,relaxed
Total Eclipse of the Moon by Enigma,9,1,0.287,0.199,0.217,88.669,1.0,0.8,0.15,0.045,0.063,0.031,0.024,0.173,0.081,0.217,0.039,0.083,0.0,0.0,0.564081,0.0,0.7804270000000001,0.0,0.0,relaxed
1nce Again by A Tribe Called Quest,10,0,0.791,0.541,0.841,93.67,0.513,0.444,0.345,0.469,0.714,1.0,0.801,0.82,0.687,0.453,0.408,0.453,0.694182,0.0,0.0,0.0,0.0,0.0,0.611278,relaxed
Ribbon In The Sky by Stevie Wonder,10,0,0.6,0.317,0.367,136.799,0.251,0.576,0.374,0.393,0.806,1.0,0.657,0.602,0.17,0.17,0.187,0.138,0.0,0.0,0.8908309999999999,0.0,0.580447,0.0,0.8082020000000001,relaxed
You're Going Down by Sick Puppies,6,1,0.488,0.842,0.41,90.003,0.515,0.627,0.125,0.092,0.112,0.318,0.317,0.147,0.164,0.114,0.648,1.0,0.0,0.0,0.0,0.521039,0.788671,0.0,0.0,angry
