Song,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
Everybody Knows That You Are Insane by Queens Of The Stone Age,0.0,0.0,0.0,0.572358,0.0,0.0,0.80186,angry
These Good People by The Gathering,0.0,0.0,0.0,0.0,0.6687420000000001,0.8591639999999999,0.0,sad
Cuntry Boys & City Girls by The Fratellis,0.0,0.0,0.0,0.0,0.0,0.0,0.942187,happy
Puto by Molotov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
I Wish by Victoria Beckham,0.0,0.505691,0.0,0.551026,0.0,0.0,0.6985399999999999,happy
Dizzy by Ours,0.0,0.0,0.0,0.517165,0.520612,0.0,0.655928,sad
Walking In Rhythm by The Blackbyrds,0.0,0.0,0.643379,0.0,0.0,0.0,0.779803,happy
Velvet Revolution by Tori Amos,0.0,0.0,0.0,0.769315,0.963306,0.0,0.50589,sad
FFF by Megadeth,0.0,0.0,0.0,0.6697529999999999,0.0,0.0,0.0,angry
Spirit in Black by Slayer,0.0,0.0,0.535821,0.0,0.0,0.0,0.810645,angry
Keep In Touch by theaudience,0.0,0.571867,0.0,0.0,0.0,0.0,0.925029,relaxed
Roy Walker by Belle and Sebastian,0.0,0.0,0.7189989999999999,0.0,0.0,0.0,0.68097,happy
As the Palaces Burn by Lamb of God,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Personality Crisis by New York Dolls,0.0,0.0,0.0,0.0,0.0,0.0,0.5899340000000001,angry
Unanswered by Suicide Silence,0.6630020000000001,0.0,0.0,0.0,0.0,0.7526649999999999,0.0,angry
It's That Time Again by The Dodos,0.0,0.0,0.0,0.555847,0.0,0.0,0.0,sad
Deliver Me From Mine Enemies by Diamanda Galás,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
We're Going Wrong by Cream,0.0,0.0,0.0,0.687722,0.0,0.0,0.770435,sad
Edge of the Ocean by IVY,0.0,0.0,0.658496,0.0,0.0,0.0,0.0,relaxed
Your Pretty Face Is Going to Hell by The Stooges,0.0,0.0,0.0,0.0,0.0,0.52563,0.0,angry
Worried Eyes by Eagle-Eye Cherry,0.0,0.0,0.0,0.846082,0.747663,0.0,0.8272879999999999,relaxed
It's Over by Bic Runga,0.0,0.0,0.626436,0.0,0.7386510000000001,0.0,0.949952,sad
Poetically Pathetic (Acoustic) by Amber Pacific,0.0,0.0,0.709218,0.0,0.7339,0.0,0.791927,sad
Lovely 2 C U by Goldfrapp,0.0,0.0,0.859642,0.0,0.0,0.0,0.0,happy
"The Night Santa Went Crazy by ""Weird Al"" Yankovic",0.0,0.0,0.0,0.0,0.0,0.659623,0.0,happy
Are We Still Married? by His Name Is Alive,0.0,0.0,0.0,0.0,0.0,0.0,0.966403,sad
Simarik by Tarkan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Nada Valgo Sin Tu Amor by Juanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
"Kick, Push by Lupe Fiasco",0.0,0.0,0.648954,0.0,0.0,0.0,0.761129,relaxed
Thank You Very Much by Kaiser Chiefs,0.0,0.0,0.777539,0.0,0.8254319999999999,0.0,0.751891,happy
Counting Backwards by Throwing Muses,0.0,0.0,0.0,0.6382180000000001,0.747663,0.0,0.0,angry
Future Breed Machine by Meshuggah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
I Luv It by Young Jeezy,0.0,0.0,0.0,0.672037,0.0,0.0,0.762676,angry
Burn by Three Days Grace,0.502694,0.0,0.0,0.0,0.0,0.0,0.0,angry
Bring the Noise by Public Enemy,0.530655,0.0,0.521095,0.0,0.0,0.589192,0.0,angry
Monday Morning by Maria Mena,0.0,0.0,0.0,0.764714,0.0,0.0,0.0,relaxed
The Wrong Nigga to Fuck Wit by Ice Cube,0.684511,0.0,0.0,0.0,0.0,0.0,0.0,angry
Am I Inside by Alice in Chains,0.0,0.0,0.0,0.765522,0.0,0.0,0.0,sad
Sandy the River Demon by Monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.8177369999999999,relaxed
Ghostbusters by Ray Parker Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Hate Me! by Children of Bodom,0.0,0.0,0.0,0.623791,0.0,0.0,0.6123850000000001,angry
Olhos Certos by Detonautas Roque Clube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Gigantic by Pixies,0.0,0.0,0.6767529999999999,0.0,0.0,0.667008,0.0,happy
Day by Katatonia,0.0,0.0,0.5775239999999999,0.0,0.0,0.502568,0.0,sad
Painter in Your Pocket by Destroyer,0.0,0.0,0.564557,0.698631,0.0,0.0,0.839217,relaxed
Belle de Jour by De-Phazz,0.0,0.0,0.0,0.0,0.0,0.0,0.947419,relaxed
Never Be the Sun by Dolores Keane,0.0,0.0,0.704626,0.0,0.0,0.0,0.959929,relaxed
Bring the Pain by Method Man,0.720274,0.0,0.0,0.0,0.0,0.0,0.0,angry
Those Three Days by Lucinda Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Moto Psycho by Megadeth,0.0,0.0,0.0,0.0,0.0,0.0,0.635753,angry
Touch Down by Delays,0.0,0.0,0.0,0.0,0.8854479999999999,0.0,0.7986949999999999,relaxed
Laura by Scissor Sisters,0.0,0.0,0.0,0.0,0.0,0.0,0.80186,happy
I Like You So Much Better When You're Naked by Ida Maria,0.0,0.0,0.0,0.0,0.0,0.0,0.568389,happy
Lovesongs (They Kill Me) by Cinema Bizarre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Leave My Mind by Lene Marlin,0.0,0.0,0.0,0.569868,0.596122,0.87984,0.0,relaxed
You Got By by Sara Gazarek,0.0,0.0,0.0,0.0,0.0,0.0,0.849567,relaxed
Walk Believer Walk by The Black Crowes,0.0,0.0,0.0,0.0,0.0,0.0,0.600641,happy
Thank You (Falettinme Be Mice Elf Agin) by Sly & The Family Stone,0.0,0.0,0.541905,0.0,0.0,0.0,0.0,happy
The Lonely by British Sea Power,0.0,0.596072,0.0,0.0,0.0,0.906441,0.0,sad
Autumn Tactics by Chicane,0.0,0.0,0.698724,0.0,0.0,0.0,0.8979299999999999,relaxed
Under the Gun by The Sisters Of Mercy,0.0,0.0,0.8632129999999999,0.0,0.0,0.0,0.0,sad
Get Myself on Track by Audio Bullys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
The Sleep of No Dreaming by Porcupine Tree,0.0,0.0,0.0,0.0,0.0,0.0,0.8082020000000001,sad
Lazy Girls by Jill Cunniff,0.0,0.0,0.60412,0.0,0.0,0.0,0.60858,happy
Newgrange by Clannad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Jackie Jackson by Franz Ferdinand,0.0,0.0,0.508206,0.0,0.0,0.0,0.647781,happy
The Corps Under My Bed by Combichrist,0.6167060000000001,0.0,0.0,0.0,0.0,0.0,0.0,sad
Want by The Cure,0.0,0.0,0.647063,0.0,0.0,0.701849,0.0,sad
I'm on a Boat (feat. T-Pain) by The Lonely Island,0.57235,0.0,0.0,0.0,0.0,0.0,0.0,happy
Faithful  by Common,0.0,0.0,0.651019,0.0,0.0,0.0,0.0,relaxed
This Place Hotel by The Jacksons,0.0,0.0,0.6314029999999999,0.0,0.601256,0.0,0.0,sad
Dirge for November by Opeth,0.0,0.0,0.0,0.7666270000000001,0.0,0.952663,0.0,sad
It's A Long Way There by Little River Band,0.0,0.0,0.0,0.0,0.0,0.0,0.968739,relaxed
11:11 by Rufus Wainwright,0.0,0.0,0.0,0.5056229999999999,0.0,0.0,0.0,relaxed
Break The Ice by Britney Spears,0.0,0.0,0.0,0.0,0.0,0.0,0.671324,happy
Midnight Blue by Electric Light Orchestra,0.0,0.0,0.0,0.8161189999999999,0.0,0.0,0.0,relaxed
We're Not Deep by The Housemartins,0.0,0.0,0.0,0.0,0.767471,0.0,0.7473,happy
Disguise by Lene Marlin,0.0,0.0,0.0,0.0,0.0,0.0,0.937317,relaxed
