artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,valence,mode,mood_1
Roy Hargrove,Ruby My Dear,0.195,0.106,133.918,0.0331,0.9,0.709,4,0.412,8,0.0764,1,Sentimental
Cecil Taylor,Steps - Digitally Remastered,0.664,0.157,127.992,0.0723,0.873,0.0719,1,0.367,1,0.516,0,Fiery
Wolfgang Amadeus Mozart,"Piano Quintet in E-Flat Major, K. 452: I. Largo - Allegro moderato",0.0295,0.101,75.063,0.041,0.994,0.9,4,0.328,3,0.224,1,Tender
Pat Metheny,The Sound of Silence,0.266,0.0849,109.662,0.0382,0.859,0.829,4,0.429,10,0.0398,0,Peaceful
Dusty Springfield,Son Of A Preacher Man,0.498,0.13,181.701,0.0757,0.394,0,4,0.401,4,0.813,1,Upbeat
Felix Mendelssohn,"Violin Concerto In D Minor, MVW O3: 3. Allegro",0.193,0.297,81.064,0.0481,0.92,0.363,4,0.502,2,0.407,0,Tender
Beastie Boys,No Sleep Till Brooklyn,0.415,0.144,96.99,0.0555,0.135,0,4,0.756,8,0.662,1,Defiant
Gustav Mahler,Das Lied von der Erde (Song of the Earth): II. Der Einsame im Herbst (The Lonely One in Autumn),0.0615,0.0661,88.619,0.0458,0.984,0.0562,4,0.192,2,0.0358,0,Romantic
Kaija Saariaho,"L'Amour de loin: Premier acte. Deuxime tableau : Le Plerin. Le Plerin : ""Peut-tre bien qu'elle n'existe pas""",0.108,0.177,91.16,0.0439,0.886,0.00056,3,0.285,2,0.072,1,
Ady Suleiman,Running Away - Winta James Mix,0.584,0.0589,149.976,0.0331,0.306,0.0325,4,0.669,5,0.949,0,Gritty
The Black Keys,Howlin' For You,0.735,0.112,132.627,0.0931,0.028,0.0783,4,0.705,11,0.436,1,Aggressive
John Mayer,Wildfire,0.665,0.144,96.999,0.0331,0.15,0.00092,4,0.719,8,0.769,1,Stirring
Jarekus Singleton,Crime Scene,0.707,0.379,97.468,0.0299,0.0999,0.000327,3,0.589,11,0.582,0,Yearning
Foals,Mountain At My Gates,0.931,0.246,104.05,0.0469,0.0025,0.0783,4,0.495,2,0.609,0,Brooding
Yves Larock,Be - Radio Edit,0.957,0.316,124.939,0.0972,0.00381,0.000446,4,0.592,4,0.462,0,Excited
Joseph-Nicolas-Pancrace Royer,"Pieces de clavecin, Book 1: I. L'Aimable: Gracieux",0.207,0.125,97.755,0.0316,0.782,0.803,3,0.278,6,0.386,0,Serious
Frdric Chopin,"Mazurka in E Minor, Op. 41 No. 2",0.017,0.061,76.726,0.0812,0.995,0.893,1,0.442,4,0.0374,1,Tender
Redfoo,Where The Sun Goes (feat. Stevie Wonder),0.866,0.0662,119.959,0.117,0.229,0,4,0.771,11,0.838,0,Excited
Look and Listen,Wake Up,0.896,0.103,145.519,0.0341,0.0263,0.00673,4,0.496,8,0.884,1,
Lamb of God,512,0.97,0.0875,192.277,0.126,1.60E-05,0.0833,4,0.162,1,0.115,1,Aggressive
Stevie Wonder,Visions,0.214,0.104,130.59,0.039,0.953,0.000526,4,0.491,6,0.129,0,Melancholy
Handbook,Shame,0.562,0.295,186.143,0.0285,0.0188,0.951,4,0.471,9,0.964,0,Cool
Ludwig van Beethoven,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": Allegro assai",0.0824,0.0989,174.455,0.0435,0.97,0.916,3,0.198,5,0.0386,0,
Joep Beving,Midwayer,0.0703,0.0503,132.92,0.0432,0.991,0.856,4,0.333,0,0.0828,1,Peaceful
Passenger,Shape Of Love (feat. Boy & Bear),0.732,0.172,105.537,0.0325,0.127,0,4,0.629,1,0.906,0,Cool
Tony Bennett,I Wanna Be Around,0.425,0.159,82.069,0.0358,0.865,1.11E-06,4,0.383,0,0.334,1,Sophisticated
Modest Mouse,Dashboard,0.903,0.253,135.921,0.0374,0.0101,4.22E-05,4,0.647,11,0.96,0,Upbeat
Major Lazer,Cold Water - Boombox Cartel Remix,0.74,0.299,173.597,0.107,0.0123,0,4,0.397,11,0.243,0,Energizing
Elvis Costello & The Attractions,Pump It Up,0.785,0.101,138.977,0.0398,0.0123,0.00039,4,0.646,4,0.966,1,Brooding
Wang Chung,To Live And Die In L.A.,0.489,0.241,106.999,0.032,0.203,0.211,4,0.765,5,0.747,0,Upbeat
Sashamon,Necta (Butterfly),0.528,0.0613,144.118,0.0862,0.107,0.00158,4,0.887,7,0.743,1,Sensual
Seeker,Throat,0.951,0.173,107.56,0.0654,6.65E-06,0.949,4,0.437,7,0.0321,1,Brooding
Billy Currington,Good Directions,0.714,0.136,122.488,0.0331,0.376,0,4,0.72,5,0.463,1,Romantic
Foxy Brown,(Holy Matrimony) Letter To The Firm,0.54,0.215,90.629,0.231,0.121,1.11E-05,4,0.827,11,0.796,0,Cool
Don Diablo,What We Started,0.847,0.147,89.915,0.109,0.223,0.00019,4,0.36,11,0.477,1,Empowering
Feed Me,One Click Headshot - Original Mix,0.91,0.35,109.988,0.063,0.000364,0.00842,4,0.677,2,0.502,1,Energizing
Igor Stravinsky,"The Rake's Progress / Act 1/Scene 3: ""No word from Tom""",0.0643,0.127,130.383,0.0484,0.973,0.000247,4,0.29,0,0.0397,1,Serious
Artie Lange,Lawrence Taylor,0.974,0.941,88.638,0.926,0.791,0,4,0.541,6,0.139,1,Other
The Offspring,"You're Gonna Go Far, Kid",0.918,0.206,126.083,0.0682,0.00466,0,4,0.55,9,0.555,0,Defiant
Jack,Febreze (feat. 2 Chainz),0.983,0.289,149.829,0.333,0.0184,0,4,0.68,2,0.292,1,Aggressive
Veil Of Maya,Phoenix,0.991,0.286,149.979,0.216,0.000129,1.13E-05,1,0.518,11,0.109,1,Aggressive
Justin Bieber,Stuck In The Moment,0.69,0.131,89.991,0.0531,0.179,0,4,0.715,0,0.459,0,Yearning
Sheryl Crow,If It Makes You Happy,0.751,0.107,190.941,0.0329,0.04,9.90E-05,4,0.385,7,0.307,1,Upbeat
Bahamadia,Uknowhowwedu,0.596,0.276,185.733,0.388,0.641,2.16E-05,4,0.534,6,0.91,1,Sensual
Brad Paisley,Without a Fight,0.862,0.12,112.953,0.0337,0.00492,0,4,0.583,0,0.667,1,Upbeat
Franz Ferdinand,Call Me,0.917,0.97,149.401,0.0494,4.23E-05,4.69E-05,4,0.272,5,0.271,0,Brooding
Morphologue,Reflect,0.679,0.28,120.008,0.032,0.00106,0.913,4,0.62,9,0.346,1,Defiant
James Horner,Legends Of The Fall,0.0313,0.0984,110.028,0.0371,0.897,0.944,5,0.164,2,0.0356,1,Peaceful
Jamiroquai,Virtual Insanity - Remastered,0.949,0.133,92.025,0.105,0.123,0,4,0.659,6,0.514,1,
Houndmouth,On the Road,0.59,0.0742,176.981,0.0559,0.165,2.77E-06,4,0.394,0,0.684,1,Yearning
Whissell,Pain of Love,0.647,0.13,90.024,0.0365,0.117,4.74E-06,4,0.639,0,0.482,1,Defiant
twoloud,Perfection,0.929,0.601,127.937,0.0336,0.00107,0.488,4,0.562,4,0.272,0,Energizing
Gustav Mahler,"Rckert-Lieder: No. 3, Ich bin der Welt abhanden gekommen",0.0532,0.087,80.155,0.0425,0.976,0.0489,4,0.0924,5,0.036,1,Peaceful
Elton John,Circle Of Life,0.539,0.112,160.544,0.0345,0.261,0.213,4,0.301,10,0.151,1,Empowering
Young Rising Sons,Habits (Stay High),0.634,0.113,109.956,0.0358,0.0537,0.000408,4,0.683,0,0.632,1,Yearning
Zedd,Beautiful Now - Marshmello Remix,0.928,0.0807,140.073,0.0299,0.0106,4.57E-05,4,0.66,11,0.677,0,Sensual
Brian Regan,Tattoos,0.833,0.931,82.519,0.952,0.881,0,3,0.589,3,0.0388,0,Other
Big Gigantic,Sky High,0.814,0.308,90.017,0.037,0.00658,0.00307,4,0.547,5,0.414,0,Brooding
Illuminata,The Phantom Rickshaw,0.936,0.218,101.99,0.0743,0.00103,8.07E-06,4,0.503,10,0.276,0,
Carl Friedrich Abel,"Keyboard Sonata No. 5 with accompanying Violin and Cello in G Major, Op. 2, WKO 115: I. Vivace",0.161,0.115,117.787,0.0419,0.748,1.01E-05,4,0.26,1,0.254,1,Somber
Elmore James,Standing At The Crossroads,0.765,0.244,99.617,0.0331,0.315,0.000246,4,0.632,7,0.96,1,Lively
Unknown Mortal Orchestra,Multi-Love,0.506,0.139,120.141,0.0403,0.571,0,4,0.784,3,0.535,0,Sophisticated
Morton Feldman,Rothko Chapel 5,0.00198,0.104,69.344,0.0493,0.98,0.957,3,0.168,9,0.0269,0,Peaceful
Above & Beyond,Peace Of Mind - Arty Remix,0.835,0.111,128.009,0.204,0.00132,0.00161,4,0.521,5,0.0707,1,Excited
Michael Jackson,Ben - Single Version,0.236,0.0977,136.769,0.0282,0.883,0.000981,4,0.4,5,0.303,1,
Kenny Lattimore,I Love You More Than You'll Ever Know,0.473,0.0897,88.054,0.0662,0.00791,0.000894,3,0.287,5,0.0423,0,Melancholy
Major Lazer,Believer,0.905,0.129,144.981,0.0515,0.0743,0.00168,4,0.596,8,0.681,0,
Julian Calor,I Choose You,0.692,0.127,74.97,0.0357,0.0102,0.712,4,0.496,7,0.0377,0,Sensual
Pickin' On Series,Clocks,0.52,0.112,130.536,0.03,0.295,0.862,4,0.554,5,0.364,0,
Marit Larsen,"Morgan, I might",0.216,0.115,93.895,0.0268,0.897,2.71E-05,4,0.446,11,0.346,1,Empowering
The Cardigans,Lovefool - Radio Edit,0.599,0.286,111.829,0.029,0.0443,0,4,0.644,9,0.949,1,Cool
Jessica Reedy,Put It On The Altar,0.689,0.185,91.805,0.155,0.268,0,4,0.641,1,0.815,0,Cool
The Weeknd,Professional,0.624,0.0747,120.104,0.0588,0.19,0.000156,4,0.411,11,0.192,0,Yearning
A$AP Rocky,Everyday,0.661,0.343,149.822,0.193,0.0101,0,4,0.394,4,0.32,1,Defiant
Mary Black,Sonny,0.272,0.156,71.082,0.0274,0.478,0,4,0.386,7,0.336,1,Empowering
Palma Violets,Best Of Friends,0.876,0.0634,129.223,0.0512,8.08E-06,0.882,4,0.246,0,0.304,1,Aggressive
Heitor Villa-Lobos,Concerto for Guitar and Orchestra: Allegro preciso,0.136,0.1,115.013,0.0347,0.958,0.901,4,0.425,9,0.171,0,Stirring
Ludwig van Beethoven,"Piano Concerto No.5 in E flat major Op.73 -""Emperor"": 3. Rondo (Allegro)",0.164,0.0956,128.416,0.036,0.985,0.894,4,0.403,3,0.189,1,Stirring
Luigi Boccherini,"Divertimento notturno in G Major, Op. 41, G. 470: II. Minuetto",0.08,0.0849,176.101,0.0469,0.981,0.855,3,0.318,2,0.239,1,Tender
Underoath,A Boy Brushed Red Living in Black and White,0.934,0.344,170.003,0.112,0.00186,0,4,0.42,1,0.461,0,Defiant
Define Light,Elsewhere,0.828,0.072,127.997,0.0634,0.0128,0.788,4,0.684,2,0.216,1,Excited
Lee Morgan,The Sidewinder - 1999 - Remaster,0.67,0.0957,152.484,0.0353,0.446,3.15E-06,4,0.473,8,0.807,1,
Johnnyswim,Villains,0.735,0.111,106.981,0.0518,0.0685,0,4,0.599,6,0.466,0,
Maty Noyes,In My Mind,0.631,0.0413,102.074,0.0251,0.461,0,4,0.764,0,0.769,0,Empowering
Here We Go Magic,Ordinary Feeling,0.277,0.154,134.851,0.0319,0.598,0.475,4,0.526,6,0.377,0,Melancholy
Lord Huron,The World Ender,0.934,0.804,157.033,0.0346,0.59,0.384,4,0.547,7,0.744,0,Gritty
Will Lamartine Thompson,There's a Great Day Coming for Six Trumpets,0.174,0.0895,167.77,0.0431,0.984,0.931,4,0.295,3,0.291,1,
Gavin James,Nervous,0.687,0.124,82.812,0.0456,0.383,6.08E-05,4,0.405,7,0.157,1,Gritty
Frdric Chopin,Scherzos: No. 2 in B flat minor Op. 31 - Presto,0.0847,0.103,131.392,0.0421,0.988,0.897,4,0.382,1,0.0642,1,
Kate & Anna McGarrigle,Swimming Song,0.351,0.076,97.441,0.0287,0.89,0.0173,4,0.675,0,0.75,1,Easygoing
Jel,No Solution,0.555,0.0838,86.998,0.0705,0.375,0.869,4,0.667,10,0.53,0,Sensual
Olly Murs,Grow Up,0.719,0.0891,167.339,0.0655,0.279,0,4,0.571,8,0.487,1,
Coldplay,Viva La Vida,0.619,0.109,138.017,0.0289,0.0941,3.31E-06,4,0.485,5,0.424,0,Empowering
Leo Brouwer,Zapateo,0.14,0.128,153.694,0.0435,0.986,0.896,3,0.285,9,0.293,1,Peaceful
Alexander Scriabin,"Le Poeme de l'extase (The Poem of Ecstasy), Op. 54, ""Symphony No. 4"": La Poeme de l'extase (The Poem of Ecstasy), Op. 54, ""Symphony No. 4""",0.0945,0.1,73.559,0.0379,0.895,0.823,4,0.0863,0,0.0324,1,Serious
Pryda,Rebel XX,0.883,0.0925,125.998,0.0633,0.00282,0.864,4,0.603,7,0.333,1,
Gisbert Zu Knyphausen,Melancholie,0.124,0.114,126.615,0.053,0.929,0.00408,4,0.616,10,0.386,0,Sentimental
Alessia Cara,Scars To Your Beautiful,0.754,0.11,191.768,0.292,0.0298,0,4,0.321,0,0.424,1,
Miles Away,Terra Incognita,0.976,0.19,170.061,0.0783,0.000384,0,3,0.398,8,0.383,0,Aggressive
Bossk,Heliopause,0.696,0.613,112.004,0.048,0.00121,0.965,4,0.412,6,0.159,1,Defiant
The Band Perry,Comeback Kid,0.694,0.115,127.987,0.0489,0.28,0,4,0.782,3,0.477,1,Yearning
Yvonne Fair,It Should Have Been Me,0.536,0.437,181.502,0.126,0.359,0.0001,4,0.663,10,0.766,1,Easygoing
Drake,Hotline Bling,0.639,0.0382,134.963,0.0549,0.00226,0.000315,4,0.893,2,0.582,1,
Phill Niblock,Hurdy Hurry,0.31,0.0845,73.914,0.0388,0.754,0.944,3,0.149,2,0.037,1,Somber
John Coltrane,The Invisible,0.265,0.115,143.339,0.181,0.243,0.0102,4,0.564,8,0.618,1,
Destruction,Trash 'Til Death,0.988,0.255,188.611,0.0848,4.03E-06,0.00569,4,0.145,1,0.27,1,Aggressive
Iration,Time Bomb,0.59,0.11,147.107,0.046,0.192,0,4,0.754,4,0.794,0,Cool
Edwin Starr,War,0.692,0.206,109.194,0.16,0.139,0,4,0.559,11,0.736,1,Stirring
Adam Levine,Yesterday - The Voice Performance,0.239,0.115,91.018,0.0269,0.869,0,4,0.614,4,0.344,1,Sentimental
Peter Hollens,Misty Mountains (A Cappella),0.158,0.109,99.75,0.0325,0.924,0.0964,4,0.294,8,0.0766,0,Romantic
Grabbitz,7.6.14 (Intro),0.129,0.161,53.507,0.0332,0.652,0.833,3,0.177,10,0.0363,1,Peaceful
Nile Rodgers,Do What You Wanna Do (IMS Anthem) - MK Disko Dub,0.932,0.0609,123.999,0.048,0.0215,0.869,4,0.675,6,0.207,0,Energizing
Junior Kelly,Nuthin' Wrong With The World,0.82,0.465,146.955,0.246,0.172,0,4,0.699,11,0.932,0,Cool
MFSB,Something For Nothing,0.646,0.34,79.784,0.0308,0.582,0.197,5,0.563,1,0.567,0,
Mannarino,Statte zitta,0.447,0.226,132.18,0.0396,0.82,0,4,0.687,11,0.458,0,Gritty
Felix Cartal,Something To Live For - signal:noize Remix,0.863,0.0896,126.013,0.298,0.0101,0,4,0.856,11,0.727,0,Aggressive
ONE OK ROCK,Taking Off,0.872,0.0928,112.029,0.0472,0.00113,0,4,0.579,1,0.439,0,Yearning
Nari & Milani,The Creeps 2016,0.977,0.603,128.086,0.0517,0.00561,0.75,4,0.759,4,0.847,1,Aggressive
Luke Kelly,Dublin In The Rare Auld Times,0.136,0.0861,105.857,0.0308,0.765,0,4,0.611,11,0.513,1,Romantic
Hans Theessink,Walking the dog,0.165,0.111,113.221,0.0584,0.419,2.92E-06,4,0.837,2,0.428,1,Gritty
Juliet Simms,End of the World,0.386,0.138,163.978,0.0305,0.716,0,3,0.252,3,0.362,1,Empowering
No Doubt,Just A Girl,0.93,0.134,108.012,0.056,0.0944,0.000317,4,0.634,2,0.706,1,Urgent
Wolfgang Amadeus Mozart,"Don Giovanni: Atto Secundo, Scena 15: ""Don Giovanni, a cenar teco""",0.37,0.117,100.615,0.0535,0.964,0.345,4,0.299,10,0.133,1,Serious
Jack,Where Are  Now (with Justin Bieber) - Marshmello Remix,0.863,0.127,141.919,0.0424,0.00266,0.000307,4,0.572,8,0.487,1,Sensual
Antillas,The Love - Radio Edit,0.891,0.0947,128.057,0.0772,0.0761,0.0216,4,0.594,1,0.163,0,Cool
Asdasfr Bawd,Alsp,0.922,0.101,76.18,0.233,0.00545,0.501,4,0.349,6,0.616,0,
Story Of The Year,Until The Day I Die,0.931,0.0504,92.003,0.0984,0.127,0,4,0.597,11,0.522,0,Rowdy
Throes Of Dawn,Our Voices Shall Remain,0.788,0.0977,90.999,0.0314,8.96E-05,0.783,4,0.472,3,0.329,1,
Gavin DeGraw,Something Worth Saving,0.533,0.212,134.115,0.0267,0.0553,0,4,0.556,0,0.298,1,Empowering
Whitney Houston,My Love Is Your Love,0.47,0.0628,82.505,0.158,0.054,5.14E-06,4,0.769,7,0.482,1,Sensual
The Everly Brothers,Bye Bye Love,0.523,0.103,169.598,0.0572,0.724,0,4,0.547,9,0.901,1,Lively
Johan Svendsen,"2 Swedish Folk-Melodies, Op. 27: No. 1 Allt under himmelens faste: Adagio",0.0774,0.137,92.315,0.0362,0.843,0.905,4,0.12,4,0.0394,0,Peaceful
Message To Bears,Mountains,0.572,0.0921,110.031,0.0265,0.64,0.56,4,0.569,6,0.669,1,Sophisticated
Bilal,When Will U Call,0.374,0.112,137.58,0.0524,0.622,0,3,0.442,1,0.231,1,
ABBA,If It Wasn't For The Nights,0.876,0.143,105.619,0.0393,0.331,0.000945,4,0.704,9,0.881,1,Excited
Kill The Noise,I Do Coke - Ephwurd Remix,0.877,0.124,126.011,0.0928,0.000535,0.312,4,0.705,1,0.347,0,Aggressive
Kishi Bashi,Philosophize In It! Chemicalize With It!,0.828,0.158,136.899,0.0376,0.245,0.000356,4,0.316,0,0.328,1,Romantic
Stevie Wonder,Superstition - Single Version,0.735,0.0391,99.682,0.0806,0.0172,0.000733,4,0.642,8,0.872,1,
Rhodz,Morning Rush,0.775,0.203,128.032,0.153,0.00979,0.73,4,0.745,5,0.186,0,Energizing
Black Foxxes,Husk,0.952,0.0849,134.06,0.102,6.22E-05,0.0245,4,0.344,3,0.474,0,Brooding
Kings of Leon,Wait for Me,0.624,0.122,116.723,0.0329,0.0263,0.00223,4,0.488,9,0.295,1,Yearning
Billy Ray Cyrus,Hey Elvis (feat. Bryan Adams & Glenn Hughes),0.863,0.117,115.64,0.0311,0.00402,0,4,0.645,1,0.736,0,Empowering
Jovanotti,A Te,0.519,0.105,67.364,0.0443,0.613,1.68E-05,4,0.277,0,0.346,1,Brooding
Jah Shaka & Mad Professor,Satta Dub,0.367,0.216,131.07,0.0418,0.00676,0.828,4,0.67,11,0.32,1,Sensual
Carl Stamitz,Cello Concerto No. 1 in G Major: II. Romance: Andantino,0.0414,0.107,91.276,0.0476,0.986,0.873,3,0.141,10,0.0621,1,Peaceful
Franz Liszt,"Annes de Plegrinage / Prmiere Anne: Suisse, S. 160: II. Au lac de Wallenstadt (At Lake Wallenstadt)",0.00563,0.115,67.351,0.0374,0.993,0.882,4,0.327,8,0.0465,1,Tender
Primal Scream,Movin' on Up,0.921,0.07,94.274,0.0361,0.102,0.00111,4,0.525,5,0.48,1,Upbeat
Alvaro,VEGAS,0.989,0.188,129.871,0.092,0.00448,0.512,4,0.545,9,0.199,1,Sensual
Extreme,More Than Words,0.129,0.114,91.769,0.0286,0.468,0,4,0.615,6,0.269,1,Sentimental
Agnes Obel,Familiar,0.419,0.108,137.412,0.0306,0.921,0.0202,4,0.564,4,0.23,1,Melancholy
Wolfgang Amadeus Mozart,"Piano Sonata No.3 in B flat, K.281: 3. Rondeau (Allegro)",0.0782,0.14,170.292,0.0526,0.995,0.901,4,0.339,10,0.494,1,Tender
Gino G,Back - Radio Mix,0.979,0.81,128.046,0.0831,0.0467,0.77,4,0.652,2,0.519,1,Aggressive
Sleeping At Last,The Safety Dance,0.349,0.12,136.44,0.0365,0.706,0.000206,4,0.443,5,0.399,1,Gritty
Tamia,Stuck With Me,0.521,0.116,131.912,0.046,0.489,0.123,4,0.709,6,0.351,0,Sensual
Luigi Nono,"Intolleranza 1960 (Sung in German): Act I Scene 5: Die Folterung (Tortured Emigrants, Voice of Sartre)",0.068,0.101,72.683,0.0416,0.971,0.373,3,0.161,5,0.0316,0,Lively
Mark Chesnutt,Goin' Through The Big D,0.841,0.0953,173.787,0.0358,0.147,0.000296,5,0.567,10,0.864,1,Rowdy
Hoobastank,The Reason,0.637,0.162,82.984,0.0284,0.0126,0,4,0.46,4,0.0757,1,Empowering
Yung Skrrt,A Feeling,0.748,0.102,100.004,0.0336,0.233,0,4,0.784,6,0.648,1,
Pain,Black Knight Satellite - Single Version,0.885,0.187,125.002,0.0555,0.000137,0.0741,4,0.553,4,0.162,0,Aggressive
Styles P,Good Times,0.762,0.784,81.745,0.313,0.18,0,4,0.676,2,0.652,1,Sensual
Peggy Seeger,Long Lonesome Road,0.244,0.111,139.245,0.0395,0.984,0.0219,5,0.466,9,0.395,0,Melancholy
Arcade Fire,Wake Up,0.801,0.0945,138.269,0.0362,0.134,0.0363,4,0.258,0,0.292,1,Yearning
Stone Sour,Wicked Game,0.337,0.67,109.373,0.0284,0.644,8.79E-05,4,0.561,8,0.277,1,Melancholy
Jerrod Niemann,Drink to That All Night,0.846,0.116,115.965,0.0439,0.0325,0,4,0.639,9,0.476,0,Upbeat
SEGA / Hideki Naganuma,What U Need,0.997,0.0954,138.009,0.0566,0.000251,0.881,4,0.559,11,0.974,1,Aggressive
Barns Courtney,Fire,0.625,0.0751,108.362,0.0296,0.242,0.000558,4,0.552,10,0.43,0,Yearning
Vesselin Gelev,Come Dance With Me,0.114,0.135,136.463,0.0362,0.984,0.519,4,0.348,10,0.0718,0,Romantic
Robert Schumann,"Piano Quintet in E Flat Major, Op.44: IV. Finale. Allegro, ma non troppo",0.197,0.141,132.562,0.0377,0.986,0.807,4,0.408,3,0.373,1,
Mary J. Blige,I Never Wanna Live Without You,0.528,0.072,136.179,0.0828,0.412,0,4,0.566,7,0.332,0,Sensual
Flosstradamus,Came Up,0.879,0.108,76.966,0.0729,0.00908,1.66E-06,4,0.613,6,0.508,1,Cool
Emily Wolfe,Atta Blues,0.533,0.191,144.039,0.0292,0.00279,0.0158,4,0.44,9,0.451,1,Defiant
Wax Tailor,Que Sera,0.73,0.159,165.843,0.107,0.263,0.421,4,0.581,9,0.467,1,Yearning
Faith Evans,Fallin' In Love,0.665,0.0954,92.928,0.0456,0.183,0.000622,4,0.644,10,0.824,0,Sensual
Asrai,Sour Ground,0.865,0.226,137.997,0.0375,0.00258,0.000627,4,0.473,2,0.513,1,Empowering
Pluto,Genesis,0.871,0.0984,139.068,0.0678,0.00392,0.847,4,0.622,0,0.0383,1,
Left Lane Cruiser,Lost My Mind,0.942,0.0938,122.188,0.156,0.00139,0.871,4,0.509,2,0.562,1,Rowdy
Disclosure,Latch,0.732,0.0897,122.025,0.168,0.0151,0.000119,4,0.502,1,0.529,1,Energizing
Xavier Dunn,Scattered,0.526,0.0713,133.454,0.0321,0.765,0.00117,4,0.391,2,0.187,1,Empowering
Heidra,The Eyes of Giants,0.946,0.121,144.989,0.0789,4.20E-05,0.02,4,0.443,11,0.374,0,Defiant
f(x),Electric Shock,0.898,0.493,125.029,0.0327,0.0927,7.85E-06,4,0.757,5,0.553,0,Energizing
The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,0.853,0.196,136.282,0.0353,0.0348,0.127,4,0.725,2,0.897,1,Upbeat
Steve Angello,Remember (feat. The Presets),0.911,0.128,126.485,0.0377,0.0289,0.382,4,0.623,7,0.314,0,Excited
Pryda,Bussen,0.745,0.0943,127.989,0.0513,0.0328,0.926,4,0.795,8,0.235,0,
Joe Satriani,Surfing with the Alien,0.936,0.407,167.333,0.0849,0.000221,0.839,4,0.392,5,0.552,1,Aggressive
"Chunk! No, Captain Chunk!",Blame It On This Song,0.969,0.268,104.978,0.177,0.000154,0.00123,4,0.514,5,0.651,0,Defiant
ABBA,Dancing Queen,0.87,0.792,100.804,0.0428,0.358,0.000939,4,0.543,9,0.746,1,Excited
Mile,Lost,0.95,0.14,82.48,0.052,0.000125,4.68E-05,4,0.511,10,0.507,0,Defiant
Stonebank,Stronger (feat. Emel),0.885,0.115,170.002,0.287,0.00479,0.0645,4,0.511,5,0.345,0,Excited
Ester Dean,Drop It Low,0.695,0.0859,175.896,0.134,0.00176,2.62E-05,4,0.63,1,0.403,0,
Miles Dyson,Minimal My Ass - Miles Dyson vs Flutuance Remix,0.879,0.167,126.984,0.0693,0.0154,0.339,4,0.746,0,0.391,1,Energizing
Leyla McCalla,Heart of Gold,0.396,0.111,126.686,0.0387,0.911,0.786,5,0.678,2,0.486,0,Tender
Antonio Giacca,Alright 2015,0.836,0.0641,124.021,0.0695,0.00989,0.114,4,0.781,2,0.554,1,Energizing
Style Project Feat. Edmundo,Roja De Algo,0.735,0.0832,89.955,0.0525,0.19,0.915,4,0.578,7,0.107,1,Sensual
Lea Rue,"Sleep, For The Weak! - Lost Frequencies Remix",0.501,0.0987,120.992,0.0413,0.249,0.0799,4,0.781,7,0.646,1,Sensual
T. Rex,Cosmic Dancer,0.505,0.109,154.88,0.0521,0.078,0.00598,4,0.374,0,0.685,1,Tender
Machine Head,Be Still And Know,0.986,0.36,112.482,0.138,4.48E-05,0.00101,3,0.332,9,0.233,1,Defiant
The Cure,The Lovecats,0.816,0.195,91.91,0.0765,0.497,0,4,0.74,0,0.963,1,Lively
RY X,Sweat,0.102,0.164,86.442,0.0412,0.915,0.0867,4,0.392,3,0.0738,0,Melancholy
The Turtles,Happy Together,0.367,0.0818,120.175,0.0328,0.55,1.38E-05,4,0.584,6,0.578,0,Upbeat
Avicii,Wake Me Up,0.806,0.115,124.118,0.0538,0.00389,0.000674,4,0.516,2,0.584,1,Empowering
Wolfgang Amadeus Mozart,"Cos fan tutte, K. 588: Act 2: Rondo ""Per Piet, Ben Mio, Perdona""",0.0216,0.123,61.51,0.0646,0.985,1.38E-06,4,0.201,4,0.0416,1,Tender
Frdric Chopin,"Nocturne No.1 in B flat minor, Op.9 No.1",0.0179,0.0831,61.757,0.0387,0.982,0.906,4,0.342,1,0.038,1,Tender
Musiq Soulchild,Future - Album Version (Edited),0.587,0.0667,90.025,0.092,0.303,0,4,0.767,11,0.754,0,Defiant
Sharon Van Etten,Every Time the Sun Comes Up,0.523,0.238,99.942,0.0373,0.433,1.23E-05,4,0.662,1,0.283,1,Empowering
Busy Signal,Watch Me Now,0.922,0.111,115.012,0.119,0.0342,0.0122,4,0.846,6,0.827,1,
Madonna,Unapologetic Bitch,0.777,0.0676,75.019,0.204,0.0224,0.000106,4,0.76,11,0.828,0,Excited
Melosense,Beautiful Days feat. Stratos Messinis - Ryo Nakamura Remix,0.748,0.147,126.019,0.0551,0.121,0.872,4,0.648,2,0.323,1,Cool
One Way,Cutie Pie,0.535,0.0419,102.495,0.056,0.114,8.45E-06,4,0.878,2,0.958,1,Energizing
Eric Church,Give Me Back My Hometown,0.677,0.0825,103.96,0.0295,0.506,0.0592,4,0.619,1,0.493,1,Empowering
Christina Novelli,Concrete Angel (acoustic),0.325,0.0969,104.972,0.0316,0.798,0,4,0.461,2,0.173,1,
Levon,Why Oh Why,0.676,0.0659,93.99,0.0318,0.00438,0,4,0.268,5,0.574,1,
Pryda,Aftermath - Eric's Edit,0.953,0.289,125.978,0.0594,0.0139,0.75,4,0.661,6,0.538,1,Energizing
Direct Hit!,Artificial Confidence,0.973,0.105,167.92,0.117,0.00764,0,4,0.353,1,0.707,1,Defiant
